"","Customer_Age","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Exited","male","id"
"2652",45,4,"College","Divorced","$80K - $120K","Blue",37,6,5,1,1535,0,0.77,5168,76,0.81,0,0,1,6789
"2653",54,2,"Graduate","Single","$60K - $80K","Blue",36,5,3,1,12815,1017,0.532,3771,78,0.66,0.079,0,1,3641
"2654",52,1,"College","Married","$80K - $120K","Blue",48,4,3,3,2066,1601,0.742,1578,41,0.414,0.775,0,1,1190
"2655",50,4,"Graduate","Single","$80K - $120K","Blue",36,3,2,4,14804,1696,0.959,15237,111,0.734,0.115,0,1,9909
"2656",52,2,"Uneducated","Married","Unknown","Blue",36,5,1,2,4006,2517,0.557,1157,34,0.619,0.628,0,0,2233
"2657",46,3,"Graduate","Unknown","Less than $40K","Blue",36,5,3,4,5090,1650,0.58,3707,72,0.44,0.324,0,0,3806
"2658",47,3,"Unknown","Married","Less than $40K","Blue",34,3,3,2,1561,0,0.502,1947,28,0.556,0,1,0,3953
"2659",33,1,"Graduate","Married","$120K +","Blue",21,4,1,3,4459,1899,1.349,2502,48,1,0.426,0,1,2147
"2660",55,0,"Uneducated","Married","Less than $40K","Blue",51,4,3,1,2041,1885,0.587,2118,48,0.778,0.924,0,0,2313
"2661",40,4,"Uneducated","Married","$80K - $120K","Blue",23,6,3,2,9760,1657,1.134,4542,86,0.87,0.17,0,1,2251
"2662",36,1,"Uneducated","Unknown","Less than $40K","Blue",36,2,3,2,1470,458,0.543,2383,39,0.444,0.312,1,0,8017
"2663",45,4,"College","Single","$40K - $60K","Gold",30,1,2,1,23051,1836,0.743,14393,107,0.814,0.08,0,0,9428
"2664",36,2,"High School","Married","$120K +","Blue",36,3,1,2,34516,939,0.826,15552,107,0.754,0.027,0,1,9631
"2665",27,1,"Post-Graduate","Married","Less than $40K","Blue",13,3,2,2,1438.3,990,0.715,3855,73,1.147,0.688,0,0,6926
"2666",49,4,"Graduate","Single","$80K - $120K","Blue",36,5,1,3,1963,1516,0.872,4150,75,0.744,0.772,0,1,4144
"2667",57,2,"High School","Single","Less than $40K","Blue",45,4,1,3,2454,1610,1.036,4983,79,0.795,0.656,0,0,6508
"2668",53,0,"Uneducated","Divorced","$120K +","Blue",47,5,2,1,26129,1752,0.742,4919,75,0.744,0.067,0,1,4696
"2669",40,2,"High School","Unknown","$80K - $120K","Blue",32,4,3,3,29923,0,0.937,2528,52,0.793,0,0,1,3272
"2670",48,3,"Graduate","Single","$80K - $120K","Blue",30,4,2,3,4180,688,0.747,3750,76,0.727,0.165,0,1,2959
"2671",60,0,"Post-Graduate","Married","$60K - $80K","Blue",49,5,1,4,3182,1928,0.509,1233,35,0.4,0.606,0,1,1558
"2672",62,1,"High School","Married","$40K - $60K","Blue",53,2,1,1,5249,0,0.758,1315,31,0.722,0,1,0,1142
"2673",49,3,"Uneducated","Married","Less than $40K","Blue",36,5,3,4,1438.3,0,0.929,4205,88,0.66,0,0,0,5243
"2674",61,0,"Graduate","Married","$40K - $60K","Blue",52,3,1,2,2939,1999,2.145,2434,33,1.538,0.68,0,1,285
"2675",49,2,"Graduate","Unknown","$80K - $120K","Blue",38,3,4,3,34516,0,0.482,1592,35,0.346,0,1,1,7233
"2676",36,1,"Unknown","Single","Less than $40K","Blue",24,2,1,2,1735,0,0.74,2467,35,0.346,0,1,0,4775
"2677",53,2,"Unknown","Divorced","$80K - $120K","Blue",48,2,1,2,15594,1590,0.679,13016,118,0.616,0.102,0,1,9365
"2678",49,4,"Unknown","Married","$80K - $120K","Blue",44,2,3,3,12174,1361,1.048,14743,121,0.729,0.112,0,1,9288
"2679",45,3,"Post-Graduate","Married","$40K - $60K","Blue",30,2,2,2,3821,1673,0.869,15005,89,0.712,0.438,0,1,9518
"2680",61,0,"High School","Married","Less than $40K","Blue",36,2,1,3,3175,1116,0.978,14071,101,0.683,0.351,0,0,9277
"2681",57,4,"High School","Married","$40K - $60K","Blue",47,5,2,4,6803,1332,0.809,1476,30,0.579,0.196,0,0,1912
"2682",37,2,"Unknown","Single","Less than $40K","Blue",25,3,2,4,1690,0,0.69,2645,60,0.622,0,1,0,5984
"2683",37,3,"Graduate","Married","$40K - $60K","Blue",36,4,2,4,8818,1437,0.649,1865,31,0.938,0.163,0,1,2279
"2684",42,4,"High School","Single","$120K +","Blue",35,5,2,2,34516,1658,1.095,2935,65,0.711,0.048,0,1,1429
"2685",33,0,"Unknown","Single","$40K - $60K","Blue",36,6,1,1,10023,504,0.942,2878,65,0.625,0.05,0,1,2067
"2686",52,1,"Unknown","Married","$80K - $120K","Blue",36,4,2,2,14858,1594,0.51,4286,72,0.636,0.107,0,1,7120
"2687",46,1,"Unknown","Single","Less than $40K","Blue",40,4,2,2,1438.3,0,0.756,4692,91,0.596,0,0,0,5158
"2688",31,1,"Unknown","Single","Unknown","Silver",36,4,3,2,34516,0,0.791,2183,60,1.069,0,0,0,1278
"2689",31,1,"High School","Divorced","Less than $40K","Blue",25,2,1,3,1984,0,1.05,4794,73,0.921,0,0,0,8139
"2690",55,2,"College","Single","Unknown","Silver",36,2,3,3,34516,0,0.399,1353,40,0.212,0,1,0,2202
"2691",39,3,"Graduate","Married","Less than $40K","Blue",27,3,3,2,1902,962,0.534,4203,69,0.725,0.506,0,0,5780
"2692",34,2,"High School","Divorced","Less than $40K","Blue",36,3,6,3,2426,0,0.888,4918,81,0.8,0,0,0,6163
"2693",49,1,"Uneducated","Divorced","Less than $40K","Blue",36,2,3,2,1838,0,0.65,5156,72,0.895,0,0,0,7785
"2694",45,4,"Uneducated","Single","Unknown","Blue",40,1,2,2,7600,1574,0.605,4240,67,0.396,0.207,0,0,8278
"2695",51,3,"Graduate","Married","Less than $40K","Blue",46,1,4,3,2016,395,0.711,2473,44,0.571,0.196,1,0,4568
"2696",33,3,"Unknown","Married","$40K - $60K","Blue",22,2,3,2,1438.3,0,0.761,4528,86,0.686,0,0,0,8171
"2697",38,3,"Uneducated","Married","$60K - $80K","Blue",36,5,2,3,3421,2308,2.037,2269,39,1.053,0.675,0,1,1874
"2698",42,1,"Graduate","Single","Less than $40K","Blue",34,5,1,3,3534,1175,0.737,13588,94,0.808,0.332,0,0,10028
"2699",39,2,"Unknown","Married","$60K - $80K","Blue",19,3,3,2,3047,2150,0.882,1602,37,1.312,0.706,0,1,1885
"2700",43,4,"Uneducated","Single","$40K - $60K","Blue",39,5,2,2,6648,2242,0.79,2089,60,0.579,0.337,0,1,1333
"2701",41,2,"Uneducated","Married","Less than $40K","Blue",33,3,3,3,3893,1157,1.169,1536,39,0.773,0.297,0,0,1307
"2702",38,2,"Unknown","Married","Unknown","Blue",33,4,3,3,3388,0,0.368,1959,52,0.857,0,1,0,5499
"2703",47,1,"Graduate","Married","$120K +","Blue",41,5,3,3,9036,1080,0.742,4500,83,0.66,0.12,0,1,6430
"2704",26,0,"Unknown","Single","Unknown","Blue",13,4,2,2,2600,1876,0.606,2625,45,0.364,0.722,0,0,1504
"2705",58,4,"Graduate","Married","$60K - $80K","Blue",36,6,2,4,5967,2350,0.543,1426,29,0.812,0.394,0,1,2590
"2706",47,3,"Uneducated","Married","$60K - $80K","Blue",36,2,3,1,11919,2347,0.842,8257,96,0.574,0.197,0,1,8615
"2707",60,1,"Graduate","Single","Unknown","Blue",55,3,3,3,13397,0,0.814,5049,75,0.63,0,0,0,5551
"2708",43,3,"College","Married","Less than $40K","Silver",34,4,2,2,11362,1871,0.859,7849,88,0.63,0.165,0,0,8745
"2709",43,2,"Graduate","Single","$40K - $60K","Silver",39,3,1,2,18524,1736,0.762,4496,64,0.882,0.094,0,0,5718
"2710",35,3,"Graduate","Married","Less than $40K","Blue",21,3,1,1,2272,604,0.987,4614,75,0.974,0.266,0,0,5338
"2711",50,4,"Unknown","Married","$80K - $120K","Blue",45,2,1,3,34516,1466,0.693,7223,87,0.611,0.042,0,1,8909
"2712",42,3,"High School","Married","$40K - $60K","Blue",30,3,3,4,4333,739,0.69,15903,100,0.754,0.171,0,1,9876
"2713",48,1,"Unknown","Single","$60K - $80K","Blue",38,3,3,3,11367,1999,0.661,4175,63,0.537,0.176,0,1,7819
"2714",46,4,"Unknown","Married","$40K - $60K","Blue",39,5,3,3,1438.3,819,0.786,2488,44,0.692,0.569,1,0,8116
"2715",51,4,"Uneducated","Unknown","Less than $40K","Blue",40,3,3,4,7093,918,0.56,3877,75,0.744,0.129,0,0,3965
"2716",53,4,"High School","Single","$60K - $80K","Blue",49,5,1,2,3858,0,0.67,4472,92,0.614,0,0,1,7271
"2717",46,2,"High School","Single","$40K - $60K","Blue",36,5,2,2,6362,0,0.596,1968,51,0.759,0,1,1,8539
"2718",45,3,"High School","Unknown","$60K - $80K","Blue",27,6,2,3,21317,0,0.833,3814,67,1.03,0,0,1,4438
"2719",54,3,"Graduate","Married","$40K - $60K","Blue",44,3,3,3,1655,0,0.766,4621,67,0.675,0,0,1,6393
"2720",56,4,"Graduate","Single","Unknown","Blue",45,2,2,3,9091,1306,0.743,4378,86,0.654,0.144,0,0,8160
"2721",30,0,"Uneducated","Married","Less than $40K","Blue",13,3,1,3,6075,0,0.923,9242,63,0.909,0,1,0,9626
"2722",44,3,"Uneducated","Single","Unknown","Blue",31,4,2,3,18056,940,0.629,4473,72,0.6,0.052,0,0,4478
"2723",64,1,"Graduate","Single","Less than $40K","Blue",52,5,3,2,2563,2242,1.114,3942,84,0.826,0.875,0,1,5656
"2724",39,1,"Unknown","Single","Less than $40K","Blue",28,3,2,1,1438.3,0,0.799,4173,82,0.64,0,0,0,6070
"2725",44,5,"High School","Married","Unknown","Blue",36,4,3,2,5254,2507,0.751,4501,64,0.641,0.477,0,0,7453
"2726",48,2,"High School","Married","$80K - $120K","Blue",39,5,1,3,8091,1996,0.646,1360,28,0.647,0.247,0,1,949
"2727",51,2,"Uneducated","Married","$120K +","Blue",40,1,3,1,10984,1429,0.751,7850,85,0.635,0.13,0,1,8869
"2728",42,5,"College","Married","Less than $40K","Blue",31,3,1,2,3476,700,0.604,4364,88,0.517,0.201,0,0,3488
"2729",58,0,"High School","Married","$80K - $120K","Blue",36,6,3,2,2994,2351,0.469,1540,32,0.185,0.785,0,1,2174
"2730",42,1,"Unknown","Married","Less than $40K","Blue",36,3,3,4,2983,0,0.865,2509,46,0.586,0,1,0,4998
"2731",46,3,"Uneducated","Married","$40K - $60K","Blue",36,4,2,4,4707,1121,0.604,3188,71,0.651,0.238,0,1,4416
"2732",46,4,"Unknown","Single","Less than $40K","Blue",26,6,1,3,1859,1379,0.836,4260,72,0.714,0.742,0,0,5532
"2733",52,0,"Graduate","Single","Unknown","Blue",36,3,4,1,12366,0,0.738,4880,76,0.9,0,0,0,7341
"2734",56,1,"College","Married","$60K - $80K","Blue",44,5,3,3,1704,0,0.701,660,17,0.308,0,1,1,581
"2735",54,5,"College","Single","$60K - $80K","Blue",45,6,1,3,20401,0,0.723,4637,75,0.562,0,0,1,7579
"2736",35,1,"Graduate","Married","$40K - $60K","Blue",25,5,4,4,5801,1176,1.12,2987,52,0.857,0.203,0,1,2882
"2737",43,3,"College","Married","$40K - $60K","Blue",36,1,3,2,9633,0,0.638,14829,90,0.8,0,0,0,9879
"2738",47,4,"Unknown","Divorced","Less than $40K","Blue",41,6,5,3,3482,2114,0.508,1039,24,0.263,0.607,0,0,164
"2739",45,5,"Graduate","Single","Less than $40K","Blue",36,4,2,1,2718,1474,0.71,3542,59,0.639,0.542,0,1,5235
"2740",52,3,"College","Married","$40K - $60K","Blue",47,6,3,3,4717,0,0.563,2349,66,0.347,0,0,0,2928
"2741",47,3,"Unknown","Married","Less than $40K","Blue",38,3,3,2,1438.3,0,0.198,1687,38,0.226,0,1,0,7331
"2742",44,1,"Uneducated","Married","$40K - $60K","Blue",34,5,2,3,10973,0,0.792,10583,75,0.786,0,1,1,9947
"2743",62,1,"High School","Single","$60K - $80K","Blue",46,2,3,3,7547,2477,1.021,5294,73,0.698,0.328,1,1,9027
"2744",32,1,"Graduate","Single","Less than $40K","Blue",28,6,3,3,2428,1027,0.824,3007,84,0.867,0.423,0,0,2676
"2745",48,3,"College","Married","$40K - $60K","Blue",34,2,2,1,1913,1405,0.699,7265,80,0.905,0.734,0,1,8687
"2746",48,4,"Graduate","Single","Unknown","Blue",40,3,3,3,2300,1906,0.803,4538,71,0.868,0.829,0,0,7302
"2747",57,2,"Graduate","Married","Less than $40K","Blue",44,3,4,4,6256,1530,0.647,1629,43,0.344,0.245,0,0,1581
"2748",39,1,"Graduate","Single","Unknown","Blue",34,3,1,1,2884,2517,0.693,4809,87,0.74,0.873,0,0,6666
"2749",65,1,"Uneducated","Single","Unknown","Blue",51,3,3,5,11037,1491,0.651,2429,63,0.75,0.135,0,0,2362
"2750",46,4,"High School","Married","Less than $40K","Blue",36,3,3,4,1438.3,981,0.663,1114,33,0.65,0.682,0,0,1385
"2751",63,1,"Graduate","Single","Less than $40K","Blue",56,4,2,2,7936,2081,0.941,4247,81,0.841,0.262,0,1,3508
"2752",42,1,"Uneducated","Divorced","$60K - $80K","Blue",30,3,2,2,18570,1892,0.748,4036,78,0.773,0.102,0,1,4005
"2753",47,2,"Unknown","Unknown","Less than $40K","Blue",36,4,2,2,1738,0,1.124,2572,62,0.938,0,0,0,3859
"2754",56,1,"Graduate","Married","Less than $40K","Blue",50,4,3,2,1584,1311,0.867,4203,73,0.78,0.828,0,0,6729
"2755",51,1,"Graduate","Single","Unknown","Blue",41,3,2,2,9352,1429,0.728,3536,71,0.69,0.153,0,0,3365
"2756",51,3,"High School","Married","Less than $40K","Blue",35,6,1,3,3025,1912,0.674,4626,78,0.773,0.632,0,0,4211
"2757",45,3,"Post-Graduate","Married","$40K - $60K","Blue",39,3,1,2,4409,1753,0.55,4292,76,0.652,0.398,0,1,6505
"2758",39,1,"High School","Married","$40K - $60K","Blue",34,6,5,3,4489,2498,0.779,2153,58,0.568,0.556,0,0,1536
"2759",48,3,"College","Married","Less than $40K","Blue",36,5,3,0,1912,1163,0.871,4786,81,0.723,0.608,0,0,4566
"2760",50,2,"Unknown","Single","Less than $40K","Blue",36,3,2,2,3647,2517,0.842,2935,58,0.933,0.69,1,0,6336
"2761",41,2,"College","Married","$80K - $120K","Blue",31,1,1,3,3306,706,0.814,4772,76,0.9,0.214,0,1,8094
"2762",63,1,"Uneducated","Single","Unknown","Blue",55,4,3,1,16312,520,0.806,4366,68,0.659,0.032,0,0,6515
"2763",31,0,"Graduate","Married","$40K - $60K","Blue",21,3,3,0,2158,1729,1.1,1718,42,0.448,0.801,0,1,809
"2764",50,3,"Doctorate","Married","Less than $40K","Blue",41,3,3,2,2372,1148,0.872,4418,80,0.818,0.484,0,0,6494
"2765",37,3,"High School","Single","$120K +","Blue",36,3,2,2,7361,0,0.59,2109,44,0.571,0,1,1,7529
"2766",39,1,"Graduate","Married","$40K - $60K","Blue",30,6,1,2,2909,1274,0.593,1532,26,0.3,0.438,0,0,2083
"2767",41,3,"Unknown","Married","$60K - $80K","Blue",30,3,1,1,2888,1676,0.534,3798,58,0.812,0.58,0,1,2865
"2768",45,3,"Graduate","Married","$80K - $120K","Blue",36,3,3,1,20274,2100,0.584,5274,66,0.61,0.104,0,1,3467
"2769",48,3,"High School","Married","Less than $40K","Blue",36,5,2,1,1438.3,0,0.646,4490,65,0.625,0,0,0,6534
"2770",35,4,"Graduate","Single","Less than $40K","Blue",29,6,3,0,2118,1189,1.158,4541,60,0.818,0.561,0,0,6182
"2771",47,5,"High School","Married","Less than $40K","Blue",36,5,3,1,1478,792,0.873,4123,67,0.489,0.536,0,0,3336
"2772",50,0,"Uneducated","Divorced","$60K - $80K","Blue",39,6,3,3,9474,1021,0.557,3240,54,0.588,0.108,0,1,3030
"2773",56,1,"Uneducated","Married","$80K - $120K","Blue",36,6,2,1,33870,0,0.872,7661,61,0.525,0,1,1,9224
"2774",39,1,"Graduate","Single","Less than $40K","Blue",29,4,1,3,1568,995,0.908,4531,76,0.81,0.635,0,0,6597
"2775",35,1,"Graduate","Married","$40K - $60K","Blue",29,4,2,2,2523,1877,1.631,2005,50,1.174,0.744,0,0,1880
"2776",53,2,"Uneducated","Married","Unknown","Blue",41,4,2,2,15815,1217,1.266,2135,48,0.846,0.077,0,0,1554
"2777",52,2,"High School","Married","Unknown","Blue",44,6,3,2,3456,2219,0.636,1332,24,0.5,0.642,0,0,1763
"2778",37,3,"College","Married","Unknown","Blue",24,4,2,4,11239,0,0.32,2055,43,0.162,0,1,0,7558
"2779",42,3,"Post-Graduate","Married","Less than $40K","Blue",36,6,3,1,4959,1483,0.902,4286,71,0.614,0.299,0,0,6290
"2780",37,2,"Graduate","Married","Less than $40K","Blue",32,6,1,3,1438.3,0,0.707,4733,89,0.816,0,0,0,7185
"2781",43,3,"High School","Unknown","Less than $40K","Blue",36,6,2,3,2242,0,0.658,4845,66,0.941,0,0,0,7113
"2782",47,2,"College","Married","Unknown","Blue",42,3,3,3,2373,1480,0.631,4228,63,0.658,0.624,0,0,5632
"2783",51,2,"Unknown","Single","Less than $40K","Blue",43,5,3,2,3245,0,0.553,1977,29,0.261,0,1,0,5213
"2784",46,4,"Uneducated","Single","$80K - $120K","Blue",36,1,2,3,10492,1094,0.915,13764,104,0.733,0.104,0,1,9255
"2785",60,0,"Graduate","Single","Unknown","Gold",55,4,3,2,7469,2517,0.656,16328,124,0.771,0.337,0,0,9920
"2786",26,0,"Graduate","Single","$40K - $60K","Blue",36,5,3,3,3930,0,0.758,2067,42,0.355,0,0,0,1261
"2787",35,3,"Graduate","Married","$80K - $120K","Blue",20,5,3,4,8082,2307,0.637,1725,29,1.071,0.285,0,1,1924
"2788",50,3,"Uneducated","Married","Unknown","Blue",34,2,3,3,11343,0,0.709,8027,94,0.679,0,0,0,8808
"2789",60,0,"Uneducated","Married","$60K - $80K","Blue",55,6,1,2,6479,1393,0.468,1618,47,0.958,0.215,0,1,2427
"2790",53,5,"Unknown","Married","$80K - $120K","Blue",48,6,1,0,9517,1869,0.821,1453,26,0.857,0.196,0,1,3171
"2791",53,2,"High School","Single","Less than $40K","Blue",49,1,2,3,9678,1710,0.745,7682,90,0.579,0.177,0,0,8726
"2792",41,3,"Graduate","Divorced","$60K - $80K","Blue",27,5,2,2,5784,0,0.851,4173,80,0.86,0,0,1,6895
"2793",41,5,"Graduate","Single","$120K +","Blue",29,5,2,2,5207,1748,1.073,1310,26,1,0.336,0,1,233
"2794",51,4,"Uneducated","Single","$120K +","Blue",45,6,2,3,12101,2517,0.733,2086,44,0.76,0.208,0,1,2815
"2795",57,3,"College","Unknown","$60K - $80K","Blue",50,6,3,4,16791,1181,0.55,2983,74,0.682,0.07,0,1,2288
"2796",57,3,"Graduate","Single","$120K +","Blue",49,5,3,3,32676,2134,0.797,3990,88,0.76,0.065,0,1,2817
"2797",44,2,"Graduate","Married","$40K - $60K","Blue",38,4,1,3,2505,2282,0.712,4333,77,0.833,0.911,0,1,5526
"2798",46,2,"Graduate","Married","Less than $40K","Blue",33,3,3,3,2267,1283,0.761,4249,81,0.8,0.566,0,0,6361
"2799",41,2,"College","Unknown","$80K - $120K","Blue",24,3,2,4,14320,0,0.754,4077,77,0.791,0,0,1,3825
"2800",55,3,"Graduate","Single","$60K - $80K","Blue",46,2,4,2,4178,0,0.882,7914,54,0.862,0,1,1,9531
"2801",30,0,"High School","Married","Less than $40K","Blue",21,5,4,3,2490,1259,1.079,2441,53,0.514,0.506,0,1,2714
"2802",52,2,"Graduate","Married","$80K - $120K","Blue",41,2,5,1,33256,928,0.694,7796,97,0.59,0.028,0,1,8922
"2803",44,4,"High School","Single","$60K - $80K","Blue",36,1,1,3,2946,743,0.827,8553,88,0.872,0.252,0,1,9081
"2804",51,2,"Doctorate","Single","Unknown","Blue",45,6,3,1,2109,683,0.593,4321,58,0.812,0.324,0,0,5586
"2805",43,4,"Unknown","Single","$60K - $80K","Blue",36,4,1,0,22322,953,0.769,1348,34,1.125,0.043,0,1,257
"2806",33,2,"Graduate","Single","Less than $40K","Blue",19,3,2,3,5141,1737,0.985,5859,82,0.783,0.338,0,0,7841
"2807",40,2,"High School","Single","$40K - $60K","Blue",35,2,1,2,2544,1713,0.696,8006,88,0.571,0.673,0,0,8597
"2808",45,3,"Graduate","Divorced","Unknown","Blue",36,2,3,2,12406,1980,0.791,8113,90,0.5,0.16,0,0,8820
"2809",35,4,"High School","Married","$40K - $60K","Blue",27,6,2,3,5325,1318,1.045,1814,43,0.593,0.248,0,1,1212
"2810",56,3,"Graduate","Married","$80K - $120K","Blue",47,6,3,3,10230,1082,0.658,1484,34,0.545,0.106,0,1,1867
"2811",48,1,"Unknown","Married","Unknown","Blue",41,3,2,2,1438.3,1197,0.917,4916,78,0.696,0.832,0,0,5605
"2812",32,1,"Unknown","Married","Less than $40K","Blue",22,3,3,2,2642,2035,1.119,1761,42,0.909,0.77,0,0,751
"2813",42,1,"Graduate","Unknown","$80K - $120K","Blue",36,2,1,2,4765,1516,0.709,7380,76,0.689,0.318,0,1,8598
"2814",39,3,"Graduate","Single","$80K - $120K","Blue",34,4,3,5,19074,0,0.804,3762,74,1,0,0,1,2319
"2815",49,2,"College","Married","Less than $40K","Blue",35,3,3,4,3283,1856,1.103,4498,64,0.829,0.565,0,0,4554
"2816",50,3,"Graduate","Married","$40K - $60K","Blue",41,2,3,1,4755,0,0.776,15999,109,0.73,0,0,0,9297
"2817",31,0,"Graduate","Divorced","Less than $40K","Blue",36,4,3,2,3312,2491,0.62,2670,50,0.667,0.752,0,1,2016
"2818",50,3,"Post-Graduate","Married","Unknown","Blue",41,3,3,3,5471,1342,0.577,4002,67,0.763,0.245,0,0,6052
"2819",47,3,"Doctorate","Single","$40K - $60K","Blue",35,3,3,2,2872,2517,0.606,3635,62,0.824,0.876,0,0,3779
"2820",49,2,"Graduate","Married","$40K - $60K","Blue",45,4,2,0,10541,1387,0.72,4269,92,0.614,0.132,0,1,3325
"2821",58,1,"Uneducated","Married","$40K - $60K","Blue",36,2,4,3,1438.3,537,0.819,715,13,0.182,0.373,1,1,344
"2822",51,1,"Graduate","Married","Unknown","Blue",39,4,3,3,2002,1248,0.502,1585,40,0.905,0.623,0,0,1341
"2823",42,3,"College","Single","Less than $40K","Blue",36,3,3,4,3802,1300,0.627,2165,36,0.385,0.342,1,0,5237
"2824",47,3,"Doctorate","Unknown","$60K - $80K","Blue",36,4,1,2,2572,1093,0.615,5038,86,0.83,0.425,0,1,5022
"2825",62,1,"High School","Unknown","$40K - $60K","Blue",56,3,5,1,3807,2517,0.506,1739,36,0.5,0.661,1,0,3765
"2826",45,2,"Graduate","Married","Less than $40K","Blue",34,4,1,2,1438.3,877,0.743,4283,76,0.617,0.61,0,0,6020
"2827",51,2,"Graduate","Married","$120K +","Blue",42,3,3,0,24221,1707,0.816,1678,40,0.538,0.07,0,1,306
"2828",43,2,"High School","Married","Less than $40K","Blue",36,5,1,3,3761,2121,0.694,4476,79,0.927,0.564,0,0,6265
"2829",54,2,"Doctorate","Married","$40K - $60K","Blue",43,5,3,2,2222,1398,0.785,3960,79,0.756,0.629,0,0,5160
"2830",55,0,"High School","Married","$80K - $120K","Blue",35,5,1,4,3864,1901,0.289,1018,32,0.391,0.492,0,1,1866
"2831",36,1,"Post-Graduate","Married","Less than $40K","Blue",23,6,3,3,3107,2354,1.248,2720,48,1.182,0.758,0,0,2884
"2832",37,2,"Post-Graduate","Married","Less than $40K","Blue",36,6,2,3,2310,1513,0.682,4191,77,0.833,0.655,0,0,6074
"2833",41,3,"Uneducated","Married","$60K - $80K","Blue",36,5,3,2,17391,1044,1.08,1248,27,0.688,0.06,0,1,505
"2834",26,0,"High School","Single","$60K - $80K","Blue",21,6,2,3,1672,957,0.576,2099,34,0.417,0.572,0,1,1555
"2835",32,1,"Doctorate","Single","$60K - $80K","Blue",27,5,3,3,10029,606,0.727,2192,58,0.657,0.06,0,1,1521
"2836",47,3,"Unknown","Single","Less than $40K","Blue",36,4,1,4,2798,1963,0.805,4255,64,0.561,0.702,0,0,5447
"2837",59,2,"High School","Married","Less than $40K","Blue",42,3,3,5,4328,670,0.396,1580,54,0.543,0.155,0,1,2142
"2838",46,2,"Graduate","Single","Less than $40K","Blue",36,3,4,3,8309,858,0.888,1165,35,0.4,0.103,1,0,1865
"2839",54,3,"College","Single","Less than $40K","Blue",45,5,1,4,3062,2039,1.057,4037,71,0.821,0.666,0,0,4465
"2840",45,3,"Graduate","Married","$60K - $80K","Blue",36,3,1,3,14593,1504,0.668,3447,72,0.895,0.103,0,1,2424
"2841",42,3,"High School","Single","$40K - $60K","Blue",29,6,3,2,1545,751,0.551,4477,62,0.59,0.486,0,0,5306
"2842",39,2,"Uneducated","Married","Less than $40K","Blue",30,3,1,3,3108,778,0.645,4130,87,0.706,0.25,0,0,7748
"2843",48,5,"Unknown","Married","Less than $40K","Blue",43,1,1,3,2876,1628,0.631,4752,80,0.739,0.566,0,0,8526
"2844",36,3,"Graduate","Married","Less than $40K","Blue",27,1,2,3,2328,1953,0.599,4373,89,0.935,0.839,0,0,8113
"2845",57,3,"College","Single","Less than $40K","Blue",51,5,1,0,2894,0,0.886,5405,87,0.706,0,0,0,7521
"2846",46,3,"High School","Married","$40K - $60K","Blue",36,3,2,3,3413,2372,0.7,5029,86,0.792,0.695,0,0,6427
"2847",45,3,"Uneducated","Single","Less than $40K","Blue",39,5,4,1,2551,2253,0.688,3753,63,0.909,0.883,0,0,2029
"2848",35,1,"High School","Married","$60K - $80K","Blue",26,4,3,2,4008,1841,1.504,2794,58,1.148,0.459,0,1,2381
"2849",45,3,"High School","Married","$60K - $80K","Blue",39,5,1,3,12691,777,1.335,1144,42,1.625,0.061,0,1,1
"2850",52,1,"Uneducated","Married","Unknown","Blue",36,6,1,1,4222,0,0.523,4487,77,1.081,0,0,0,7662
"2851",57,2,"Uneducated","Single","$40K - $60K","Blue",52,5,3,4,12291,2289,0.685,1683,50,0.471,0.186,0,1,1717
"2852",56,4,"Graduate","Married","Less than $40K","Blue",36,3,5,2,2796,0,0.884,4536,81,0.723,0,0,0,6877
"2853",54,1,"Doctorate","Single","Unknown","Blue",36,6,3,4,26053,829,0.669,2768,70,0.628,0.032,0,0,2470
"2854",50,4,"Unknown","Married","Unknown","Silver",36,6,1,2,32156,1791,0.906,1559,39,1.167,0.056,0,0,693
"2855",35,1,"Unknown","Married","Less than $40K","Blue",29,4,2,3,1438.3,856,0.792,4432,92,0.736,0.595,0,0,4489
"2856",53,4,"Unknown","Single","$120K +","Blue",48,3,3,4,34516,278,0.817,3029,49,0.4,0.008,1,1,3149
"2857",55,2,"Unknown","Single","Less than $40K","Blue",43,6,1,5,5353,1594,0.973,4456,79,0.837,0.298,0,0,3109
"2858",55,1,"Doctorate","Single","$60K - $80K","Blue",36,3,3,3,15221,1166,0.839,3848,68,0.619,0.077,0,1,3839
"2859",54,3,"High School","Married","Less than $40K","Blue",38,2,2,4,2452,1012,0.46,2398,29,0.318,0.413,1,0,8221
"2860",43,4,"College","Married","Less than $40K","Blue",23,6,2,3,7706,392,0.764,965,27,0.421,0.051,1,0,735
"2861",45,3,"Uneducated","Married","Less than $40K","Blue",38,6,5,1,2728,0,0.879,4554,75,0.744,0,0,0,4609
"2862",64,1,"Uneducated","Married","$40K - $60K","Blue",52,6,2,2,4999,2299,0.716,1601,48,0.5,0.46,0,0,1153
"2863",49,3,"High School","Single","$60K - $80K","Blue",40,3,4,2,8190,1716,0.781,3529,84,0.787,0.21,0,1,4157
